id_transaksi,tanggal,nama_pelanggan,produk,kategori_produk,jumlah,harga_satuan,total_harga,diskon_persen,biaya_pengiriman,total_akhir,metode_pembayaran,kota,rating_pelanggan,status_pengiriman,channel_penjualan
189,2025-10-17,Agus,"Gula Pasir 1kg",Groceries,4,108156,432624,0,44877,477501,"Kartu Kredit",Tangerang,4.4,Selesai,"Mobile App"
190,2025-10-29,Fajar,"Sendal Adidas",Fashion,1,200400,200400,10,43818,224178,Debit,Bekasi,4.8,Selesai,Website
191,2025-10-19,Rifki,"Kopi Bubuk 1kg",Groceries,2,157497,314994,10,14873,298368,COD,Bekasi,4.1,Selesai,Website
192,2025-10-30,Mega,"Shampo Pantene",Kecantikan,5,156062,780310,25,38689,623922,E-Wallet,Tangerang,3.5,Dikirim,"Mobile App"
193,2025-10-28,Yusuf,"Sabun Muka Garnier",Kecantikan,1,159340,159340,10,20207,163613,E-Wallet,Bali,4.6,Selesai,Website
194,2025-10-15,Miko,"Shampo Pantene",Kecantikan,3,210928,632784,0,46012,678796,"Kartu Kredit",Bekasi,3.8,Selesai,Marketplace
195,2025-10-09,Lusi,"Kipas Angin Miyako",Elektronik,4,14079600,56318400,0,15512,56333900,Debit,Surabaya,4.3,Dikirim,Website
196,2025-10-08,Tia,"Jam Tangan Casio",Fashion,4,284765,1139060,0,39571,1178630,COD,Bandung,4.5,Dikirim,Marketplace
197,2025-10-15,Eka,"Sabun Muka Garnier",Kecantikan,3,47568,142704,0,44325,187029,COD,Bandung,4.2,Dikirim,Website
198,2025-10-20,Rara,"Sweater Rajut",Fashion,2,25443,50886,0,11197,62083,Debit,Bali,4.6,Selesai,"Mobile App"
199,2025-10-04,Edo,"Speaker JBL",Elektronik,4,923966,3695860,25,34024,2805920,"Kartu Kredit",Tangerang,4,Selesai,"Mobile App"
200,2025-10-05,Citra,"Tepung Terigu 1kg",Groceries,1,73069,73069,15,28549,90657.6,E-Wallet,Medan,4,Dikirim,"Mobile App"
201,2025-10-16,Dewanto,"Jam Tangan Casio",Fashion,5,104083,520415,15,18816,461169,COD,Bali,3.6,Dikirim,Website
202,2025-10-03,Nando,"Kopi Bubuk 1kg",Groceries,2,231044,462088,25,22632,369198,COD,Jakarta,3.7,Selesai,"Mobile App"
203,2025-10-06,Mega,"Lotion Vaseline",Kecantikan,1,270123,270123,5,40863,297480,Debit,Tangerang,4.7,Selesai,Marketplace
204,2025-10-13,Tia,"Hair Dryer Philips",Kecantikan,1,98562,98562,5,16886,110520,COD,Surabaya,3.8,Dibatalkan,Website
205,2025-10-15,Rara,"Jam Tangan Casio",Fashion,5,102289,511445,0,28654,540099,COD,Depok,4.3,Selesai,"Mobile App"
206,2025-10-05,Anita,"Topi Baseball",Fashion,5,117033,585165,15,17523,514913,"Kartu Kredit",Medan,4.6,Selesai,Website
207,2025-10-08,Rian,"Eyeliner Revlon",Kecantikan,3,109763,329289,0,18624,347913,E-Wallet,Jakarta,4.3,Selesai,Marketplace
208,2025-10-09,Sari,"Pasta Gigi",Groceries,1,144519,144519,0,33541,178060,Debit,Bekasi,4.2,Selesai,"Mobile App"
209,2025-10-07,Budi,"Printer Canon",Elektronik,5,7144630,35723200,0,16509,35739700,"Kartu Kredit",Bandung,3.9,Selesai,"Mobile App"
210,2025-10-10,Desi,"Blender Philips",Elektronik,5,1449910,7249540,25,19106,5456260,COD,Bekasi,3.9,Dibatalkan,Marketplace
211,2025-10-30,Fajar,"Blender Philips",Elektronik,5,3272350,16361700,0,19132,16380900,COD,Medan,4.6,Selesai,"Mobile App"
212,2025-10-23,Lina,"Kemeja Putih",Fashion,3,92112,276336,20,10608,231677,E-Wallet,Depok,4.6,Selesai,"Mobile App"
213,2025-10-06,Asep,"Kamera Canon EOS",Elektronik,3,1292990,3878980,0,43452,3922430,E-Wallet,Bekasi,4.8,Selesai,"Mobile App"
214,2025-10-17,Adit,"Shampo Pantene",Kecantikan,2,84590,169180,10,25061,177323,E-Wallet,Bekasi,4.3,Selesai,Marketplace
215,2025-10-24,Nadia,"Lotion Vaseline",Kecantikan,3,150037,450111,10,25119,430219,Debit,Bali,4.5,Dikirim,"Mobile App"
216,2025-10-07,Gina,"Hair Dryer Philips",Kecantikan,3,105081,315243,5,10933,310414,E-Wallet,Bandung,3.9,Selesai,"Mobile App"
217,2025-10-28,Ahmad,"Air Mineral 6L",Groceries,4,179728,718912,0,45885,764797,COD,Surabaya,3.6,Selesai,Marketplace
218,2025-10-24,Rina,"Sendal Adidas",Fashion,3,98609,295827,0,18840,314667,E-Wallet,Jakarta,4.5,Selesai,Marketplace
219,2025-10-13,Tia,"Smartwatch Xiaomi",Elektronik,3,10752700,32258100,5,19675,30664800,COD,Depok,5,Selesai,Website
220,2025-10-25,Sari,"Kamera Canon EOS",Elektronik,2,3567840,7135670,5,42915,6821810,Debit,Tangerang,3.6,Dikirim,"Mobile App"
221,2025-10-24,Putri,"Sweater Rajut",Fashion,1,223182,223182,5,18783,230806,E-Wallet,Medan,3.7,Selesai,Marketplace
222,2025-10-11,Edo,"Tepung Terigu 1kg",Groceries,3,163252,489756,0,49890,539646,COD,Surabaya,4.4,Selesai,"Mobile App"
223,2025-10-08,Edo,"Tepung Terigu 1kg",Groceries,5,171830,859150,15,11158,741436,COD,Bandung,3.5,Selesai,"Mobile App"
224,2025-10-23,Vina,"Kamera Canon EOS",Elektronik,4,12931900,51727400,0,37314,51764700,E-Wallet,Surabaya,4,Selesai,"Mobile App"
225,2025-10-26,Budi,"Kaos Polos",Fashion,1,280937,280937,5,43393,310283,E-Wallet,Surabaya,3.7,Selesai,"Mobile App"
226,2025-10-17,Miko,"iPhone 15",Elektronik,3,13659500,40978500,10,26486,36907200,E-Wallet,Tangerang,3.9,Pending,Website
227,2025-10-12,Arif,"Lotion Vaseline",Kecantikan,3,269278,807834,0,18034,825868,COD,Tangerang,4.4,Selesai,Website
228,2025-10-14,Tia,"Parfum Dior",Kecantikan,1,197610,197610,0,15837,213447,COD,Bali,4.6,Selesai,Marketplace
229,2025-10-12,Ahmad,"TV Samsung 43 Inch",Elektronik,4,2243070,8972260,10,32638,8107680,E-Wallet,Bandung,4.3,Dikirim,Website
230,2025-10-26,Andi,"Gula Pasir 1kg",Groceries,4,126172,504688,0,30196,534884,Debit,Medan,4.8,Selesai,"Mobile App"
231,2025-10-12,Ridwan,"Tas Kulit",Fashion,3,164695,494085,0,15007,509092,E-Wallet,Jakarta,4,Selesai,Website
232,2025-10-27,Desi,"Headset Sony",Elektronik,5,7682730,38413600,15,30314,32681900,Debit,Tangerang,4.5,Dikirim,Marketplace
233,2025-10-07,Arif,"Eyeliner Revlon",Kecantikan,2,49796,99592,0,27031,126623,COD,Depok,4.1,Dibatalkan,Marketplace
234,2025-10-11,Nadia,"Kipas Angin Miyako",Elektronik,3,11599300,34797900,20,24827,27863200,"Kartu Kredit",Bali,3.7,Selesai,"Mobile App"
235,2025-10-11,Rara,"Sweater Rajut",Fashion,1,74563,74563,0,41405,115968,E-Wallet,Bekasi,3.8,Selesai,Website
236,2025-10-01,Anita,"Susu UHT 1L",Groceries,3,115000,345000,10,35502,346002,COD,Bekasi,4.6,Selesai,"Mobile App"
237,2025-10-27,Wulan,"iPhone 15",Elektronik,5,796127,3980640,0,22118,4002750,"Kartu Kredit",Bandung,4.8,Selesai,"Mobile App"
238,2025-10-09,Tono,"Printer Canon",Elektronik,4,1844440,7377770,0,34589,7412360,E-Wallet,Bekasi,4.5,Selesai,"Mobile App"
239,2025-10-16,Desi,"Jam Tangan Casio",Fashion,3,122856,368568,5,36704,386844,"Kartu Kredit",Bandung,3.8,Dikirim,Website
240,2025-10-06,Siti,"Headset Sony",Elektronik,2,2658690,5317370,0,41876,5359250,E-Wallet,Depok,4.6,Selesai,Marketplace
241,2025-10-22,Fajar,"Jaket Hoodie",Fashion,1,279279,279279,15,31659,269046,E-Wallet,Tangerang,4.1,Pending,Marketplace
242,2025-10-23,Edo,"Minyak Goreng 2L",Groceries,3,274501,823503,10,35359,776512,E-Wallet,Bekasi,4.9,Dibatalkan,"Mobile App"
243,2025-10-11,Tari,"Topi Baseball",Fashion,5,153409,767045,5,18457,747150,"Kartu Kredit",Bali,4,Selesai,Website
244,2025-10-23,Dewi,"Blender Philips",Elektronik,5,11774900,58874600,5,18152,55949000,"Kartu Kredit",Tangerang,4.4,Selesai,"Mobile App"
245,2025-10-21,Putra,"Susu UHT 1L",Groceries,2,124097,248194,0,27851,276045,"Kartu Kredit",Surabaya,4.9,Selesai,"Mobile App"
246,2025-10-13,Wulan,"Kemeja Putih",Fashion,2,163347,326694,25,48351,293372,E-Wallet,Tangerang,4.1,Dibatalkan,"Mobile App"
247,2025-10-04,Tono,"Sepatu Nike Air",Fashion,1,12275,12275,0,17712,29987,"Kartu Kredit",Surabaya,4.6,Selesai,Website
248,2025-10-08,Rian,"Tepung Terigu 1kg",Groceries,4,248701,994804,10,11014,906338,E-Wallet,Bekasi,4.1,Dikirim,Website
249,2025-10-16,Adit,"Susu UHT 1L",Groceries,5,169269,846345,15,26576,745969,"Kartu Kredit",Surabaya,4.8,Dikirim,Website
250,2025-10-12,Citra,"Printer Canon",Elektronik,5,7889480,39447400,5,44736,37519800,E-Wallet,Bekasi,4.3,Dikirim,"Mobile App"
251,2025-10-21,Hendra,"Sweater Rajut",Fashion,1,81765,81765,0,42368,124133,"Kartu Kredit",Bandung,3.9,Selesai,"Mobile App"
252,2025-10-01,Lusi,"TV Samsung 43 Inch",Elektronik,5,848316,4241580,0,34283,4275860,COD,Bali,3.6,Dikirim,Marketplace
253,2025-10-11,Desi,"Pasta Gigi",Groceries,3,38085,114255,15,44571,141688,E-Wallet,Jakarta,4.8,Dikirim,Website
254,2025-10-01,Nina,"TV Samsung 43 Inch",Elektronik,5,13782500,68912500,5,44942,65511800,E-Wallet,Bali,4.4,Dibatalkan,Website
255,2025-10-15,Nando,"Hair Dryer Philips",Kecantikan,3,226421,679263,15,31770,609144,COD,Bekasi,3.7,Selesai,Marketplace
256,2025-10-25,Putra,"Tas Kulit",Fashion,4,217139,868556,5,28610,853738,Debit,Bandung,3.9,Dikirim,Website
257,2025-10-20,Siti,"Bedak Maybelline",Kecantikan,5,235532,1177660,15,16153,1017160,"Kartu Kredit",Jakarta,4.3,Dikirim,Website
258,2025-10-22,Yoga,"Air Mineral 6L",Groceries,4,11144,44576,10,26087,66205.4,COD,Jakarta,3.8,Selesai,Website
259,2025-10-28,Rahmat,"Minyak Goreng 2L",Groceries,1,251125,251125,10,46371,272384,COD,Bekasi,3.9,Dibatalkan,"Mobile App"
260,2025-10-11,Bayu,"Susu UHT 1L",Groceries,4,151067,604268,20,41390,524804,COD,Bali,3.8,Selesai,Website
261,2025-10-12,Agus,"Kemeja Putih",Fashion,4,282175,1128700,10,45602,1061430,Debit,Jakarta,3.9,Selesai,Website
262,2025-10-27,Fani,"Celana Jeans",Fashion,2,189587,379174,10,25478,366735,"Kartu Kredit",Bali,3.6,Selesai,Website
263,2025-10-21,Ridwan,"Susu UHT 1L",Groceries,5,124671,623355,10,25369,586388,COD,Surabaya,4.1,Selesai,Website
264,2025-10-05,Vina,"Air Mineral 6L",Groceries,3,267373,802119,25,43223,644812,COD,Surabaya,3.9,Dikirim,Website
265,2025-10-06,Anita,"Tepung Terigu 1kg",Groceries,1,45623,45623,25,43387,77604.2,Debit,Medan,4.6,Dikirim,Website
266,2025-10-17,Nina,"Jam Tangan Casio",Fashion,5,43382,216910,10,29244,224463,"Kartu Kredit",Bekasi,4.7,Pending,"Mobile App"
267,2025-10-29,Dewanto,"Blender Philips",Elektronik,2,14616900,29233800,10,10856,26321300,Debit,Depok,4,Selesai,"Mobile App"
268,2025-10-31,Nina,"Sweater Rajut",Fashion,1,48703,48703,0,49154,97857,"Kartu Kredit",Jakarta,3.6,Dikirim,"Mobile App"
269,2025-10-04,Ahmad,"Sepatu Nike Air",Fashion,2,161516,323032,0,21365,344397,E-Wallet,Jakarta,3.5,Selesai,"Mobile App"
270,2025-10-27,Anita,"Kaos Polos",Fashion,5,92541,462705,5,32124,471694,"Kartu Kredit",Depok,4.1,Selesai,"Mobile App"
271,2025-10-16,Vina,"Celana Jeans",Fashion,1,34113,34113,5,36279,68686.4,"Kartu Kredit",Bandung,4.5,Selesai,"Mobile App"
272,2025-10-26,Rizky,"Jaket Hoodie",Fashion,4,11435,45740,0,44407,90147,E-Wallet,Bekasi,4.4,Dikirim,"Mobile App"
273,2025-10-21,Dewanto,"Printer Canon",Elektronik,2,8582150,17164300,5,33413,16339500,"Kartu Kredit",Bandung,4.2,Selesai,"Mobile App"
274,2025-10-30,Rina,"Sepatu Nike Air",Fashion,4,131236,524944,10,12124,484574,E-Wallet,Bali,4.2,Selesai,"Mobile App"
275,2025-10-24,Edo,"Bedak Maybelline",Kecantikan,2,52575,105150,20,38420,122540,E-Wallet,Jakarta,4.8,Pending,"Mobile App"
276,2025-10-27,Ridwan,"Printer Canon",Elektronik,1,11491800,11491800,10,32757,10375300,COD,Jakarta,4.7,Selesai,Marketplace
277,2025-10-21,Citra,"Blender Philips",Elektronik,2,7777830,15555700,0,38680,15594300,"Kartu Kredit",Medan,4.4,Selesai,Website
278,2025-10-17,Tari,"Smartwatch Xiaomi",Elektronik,1,10685800,10685800,10,31842,9649100,COD,Jakarta,4.7,Dikirim,"Mobile App"
279,2025-10-29,Rara,"Lotion Vaseline",Kecantikan,2,15082,30164,5,16350,45005.8,COD,Bali,3.8,Pending,"Mobile App"
280,2025-10-09,Rifki,"Tepung Terigu 1kg",Groceries,5,65439,327195,5,34598,345433,Debit,Bekasi,4.4,Selesai,Marketplace
281,2025-10-27,Dina,"Jaket Hoodie",Fashion,5,250544,1252720,0,36198,1288920,E-Wallet,Bandung,3.8,Selesai,Website
282,2025-10-04,Andi,"TV Samsung 43 Inch",Elektronik,4,2891010,11564000,25,29770,8702790,Debit,Medan,3.8,Selesai,"Mobile App"
283,2025-10-18,Ahmad,"Speaker JBL",Elektronik,3,3958020,11874100,0,49717,11923800,Debit,Surabaya,4,Selesai,Marketplace
284,2025-10-26,Nina,"Headset Sony",Elektronik,3,884630,2653890,5,41582,2562780,E-Wallet,Bandung,4.3,Selesai,"Mobile App"
285,2025-10-25,Dewanto,"Eyeliner Revlon",Kecantikan,2,135080,270160,0,15232,285392,"Kartu Kredit",Surabaya,4.4,Dikirim,"Mobile App"
286,2025-10-05,Nina,"Tepung Terigu 1kg",Groceries,3,145329,435987,0,44775,480762,E-Wallet,Bekasi,4.9,Dikirim,Website
287,2025-10-12,Rara,"Shampo Pantene",Kecantikan,2,273289,546578,0,19374,565952,"Kartu Kredit",Bekasi,4.1,Selesai,Marketplace
288,2025-10-16,Asep,"Bedak Maybelline",Kecantikan,2,146359,292718,5,34831,312913,"Kartu Kredit",Surabaya,3.8,Dikirim,"Mobile App"
289,2025-10-07,Tono,"Lotion Vaseline",Kecantikan,5,29707,148535,0,40489,189024,Debit,Bandung,3.5,Selesai,Marketplace
290,2025-10-25,Anita,"Shampo Pantene",Kecantikan,1,50036,50036,5,25614,73148.2,Debit,Jakarta,4.5,Selesai,"Mobile App"
291,2025-10-05,Gina,"Topi Baseball",Fashion,1,177708,177708,25,45721,179002,Debit,Jakarta,4.5,Dikirim,"Mobile App"
292,2025-10-18,Wulan,"Lotion Vaseline",Kecantikan,1,35142,35142,5,43960,77344.9,Debit,Jakarta,4.2,Dikirim,"Mobile App"
293,2025-10-01,Putri,"Kopi Bubuk 1kg",Groceries,2,142954,285908,0,38077,323985,COD,Tangerang,3.7,Selesai,"Mobile App"
294,2025-10-25,Sari,"Kipas Angin Miyako",Elektronik,2,2869580,5739150,0,29869,5769020,"Kartu Kredit",Jakarta,3.5,Selesai,Website
295,2025-10-14,Siti,"Lipstik Wardah",Kecantikan,4,117355,469420,20,10066,385602,Debit,Medan,3.9,Dikirim,"Mobile App"
296,2025-10-09,Tono,"Gula Pasir 1kg",Groceries,5,112009,560045,15,21472,497510,"Kartu Kredit",Surabaya,4.6,Pending,Website
297,2025-10-04,Tia,"Bedak Maybelline",Kecantikan,4,262316,1049260,0,23179,1072440,Debit,Bekasi,3.6,Selesai,"Mobile App"
298,2025-10-13,Dina,"Bedak Maybelline",Kecantikan,2,92152,184304,25,27742,165970,"Kartu Kredit",Medan,4.2,Selesai,Marketplace
299,2025-10-01,Fauzan,"Celana Jeans",Fashion,2,154374,308748,0,42381,351129,E-Wallet,Bali,3.8,Dikirim,Marketplace
300,2025-10-28,Fani,"Serum Wajah",Kecantikan,1,48992,48992,5,38526,85068.4,E-Wallet,Medan,4.5,Dikirim,Marketplace
301,2025-10-18,Citra,"Jam Tangan Casio",Fashion,3,11912,35736,10,34095,66257.4,Debit,Jakarta,3.9,Selesai,"Mobile App"
302,2025-10-15,Bayu,"Kipas Angin Miyako",Elektronik,3,8182080,24546200,15,26333,20890600,E-Wallet,Bekasi,3.7,Dikirim,"Mobile App"
303,2025-10-29,Andi,"Kopi Bubuk 1kg",Groceries,5,172888,864440,0,28441,892881,Debit,Bali,4.8,Selesai,"Mobile App"
304,2025-10-20,Siti,"Lipstik Wardah",Kecantikan,1,192120,192120,15,37016,200318,COD,Surabaya,4.1,Selesai,Marketplace
305,2025-10-01,Rian,"Celana Jeans",Fashion,2,66400,132800,15,18828,131708,"Kartu Kredit",Depok,3.6,Selesai,Website
306,2025-10-04,Nando,"Sepatu Nike Air",Fashion,5,187696,938480,0,19573,958053,COD,Tangerang,3.8,Selesai,"Mobile App"
307,2025-10-23,Tono,"Tepung Terigu 1kg",Groceries,3,154107,462321,0,43029,505350,E-Wallet,Surabaya,3.9,Dikirim,"Mobile App"
308,2025-10-12,Nadia,"Laptop Asus",Elektronik,4,4141140,16564500,0,14553,16579100,"Kartu Kredit",Depok,3.6,Selesai,"Mobile App"
309,2025-10-13,Rifki,"iPhone 15",Elektronik,5,982020,4910100,5,39801,4704400,Debit,Jakarta,4.3,Dikirim,Website
310,2025-10-29,Bayu,"Celana Jeans",Fashion,4,242008,968032,0,38372,1006400,Debit,Surabaya,4.5,Selesai,"Mobile App"
311,2025-10-04,Ahmad,"Laptop Asus",Elektronik,2,4855250,9710500,0,20667,9731170,"Kartu Kredit",Surabaya,3.7,Selesai,"Mobile App"
312,2025-10-20,Agus,"Blender Philips",Elektronik,4,6741800,26967200,20,13378,21587100,E-Wallet,Tangerang,3.8,Selesai,Website
313,2025-10-19,Eka,"Headset Sony",Elektronik,5,11582300,57911500,0,30275,57941800,E-Wallet,Bandung,4.5,Selesai,Website
314,2025-10-06,Gina,"Gula Pasir 1kg",Groceries,2,134104,268208,15,48458,276435,Debit,Bandung,5,Dikirim,"Mobile App"
315,2025-10-12,Rina,"Kopi Bubuk 1kg",Groceries,3,271105,813315,0,21394,834709,Debit,Surabaya,4.9,Selesai,Website
316,2025-10-07,Dewanto,"Beras 5kg",Groceries,1,109238,109238,0,40555,149793,COD,Depok,3.8,Selesai,"Mobile App"
317,2025-10-20,Edo,"Jam Tangan Casio",Fashion,2,232187,464374,0,32885,497259,COD,Depok,3.7,Dibatalkan,"Mobile App"
318,2025-10-14,Nadia,"Kopi Bubuk 1kg",Groceries,3,263098,789294,5,40082,789911,E-Wallet,Bali,4.8,Pending,Marketplace
319,2025-10-03,Farah,"Printer Canon",Elektronik,1,3483750,3483750,0,37177,3520920,COD,Jakarta,3.9,Dibatalkan,Website
320,2025-10-18,Fauzan,"Minyak Goreng 2L",Groceries,4,35200,140800,5,23610,157370,"Kartu Kredit",Medan,3.5,Dikirim,Website
321,2025-10-10,Lusi,"Shampo Pantene",Kecantikan,5,116492,582460,10,12075,536289,"Kartu Kredit",Surabaya,4.7,Selesai,Website
322,2025-10-12,Yusuf,"Jam Tangan Casio",Fashion,2,70627,141254,10,41034,168163,"Kartu Kredit",Bali,3.5,Selesai,Website
323,2025-10-17,Tono,"Sabun Cuci",Groceries,5,31140,155700,10,49872,190002,"Kartu Kredit",Jakarta,3.8,Selesai,Website
324,2025-10-11,Yusuf,"Tas Kulit",Fashion,3,152289,456867,0,38106,494973,"Kartu Kredit",Bandung,4.3,Selesai,Website
325,2025-10-20,Wulan,"Sepatu Nike Air",Fashion,1,161929,161929,5,29050,182883,"Kartu Kredit",Jakarta,4.6,Selesai,Marketplace
326,2025-10-03,Bayu,"Sabun Muka Garnier",Kecantikan,1,267968,267968,10,10496,251667,"Kartu Kredit",Bandung,3.9,Selesai,"Mobile App"
327,2025-10-12,Rahmat,"Kopi Bubuk 1kg",Groceries,2,83248,166496,5,19465,177636,Debit,Bekasi,4.4,Selesai,"Mobile App"
328,2025-10-22,Nina,"Air Mineral 6L",Groceries,1,80862,80862,0,11153,92015,COD,Medan,4.8,Selesai,"Mobile App"
329,2025-10-06,Fauzan,"Sabun Cuci",Groceries,4,229300,917200,5,42343,913683,COD,Jakarta,4.8,Selesai,"Mobile App"
330,2025-10-29,Lina,"Jam Tangan Casio",Fashion,4,131652,526608,5,44648,544926,E-Wallet,Bali,4.4,Selesai,Marketplace
331,2025-10-06,Edo,"Printer Canon",Elektronik,1,6177320,6177320,0,31434,6208760,Debit,Bandung,3.5,Selesai,"Mobile App"
332,2025-10-13,Ridwan,"Hair Dryer Philips",Kecantikan,1,270957,270957,0,32852,303809,"Kartu Kredit",Jakarta,4.1,Pending,Marketplace
333,2025-10-13,Nando,"Beras 5kg",Groceries,4,203829,815316,5,33481,808031,Debit,Bali,5,Selesai,Website
334,2025-10-26,Tari,"Sabun Cuci",Groceries,1,196454,196454,0,45156,241610,COD,Medan,3.9,Selesai,Website
335,2025-10-16,Anita,"Blender Philips",Elektronik,5,14953900,74769300,0,32261,74801600,COD,Surabaya,4,Selesai,Marketplace
336,2025-10-12,Yusuf,"Sabun Cuci",Groceries,1,254482,254482,0,12590,267072,E-Wallet,Medan,3.7,Selesai,Website
337,2025-10-10,Hendra,"Bedak Maybelline",Kecantikan,2,15176,30352,0,25170,55522,E-Wallet,Tangerang,3.8,Selesai,"Mobile App"
338,2025-10-23,Maya,"Telur 1kg",Groceries,1,119849,119849,0,40026,159875,COD,Bekasi,3.9,Selesai,Marketplace
339,2025-10-12,Yoga,"Gula Pasir 1kg",Groceries,4,60241,240964,10,39533,256401,E-Wallet,Depok,4.8,Dikirim,"Mobile App"
340,2025-10-05,Miko,"Blender Philips",Elektronik,5,11332400,56662200,5,20989,53850100,Debit,Bekasi,3.8,Selesai,Marketplace
341,2025-10-08,Fani,"Masker Naturgo",Kecantikan,4,253307,1013230,0,24223,1037450,"Kartu Kredit",Bali,4.2,Dibatalkan,Website
342,2025-10-23,Miko,"Shampo Pantene",Kecantikan,2,107152,214304,0,19360,233664,"Kartu Kredit",Medan,4.1,Selesai,Marketplace
343,2025-10-04,Rizky,"Lipstik Wardah",Kecantikan,2,80087,160174,0,11552,171726,"Kartu Kredit",Tangerang,4.5,Dikirim,"Mobile App"
344,2025-10-27,Asep,"Parfum Dior",Kecantikan,2,140379,280758,10,47717,300399,COD,Bekasi,3.6,Selesai,Website
345,2025-10-17,Maya,"Blender Philips",Elektronik,1,4292040,4292040,0,20931,4312970,COD,Surabaya,3.6,Selesai,Marketplace
346,2025-10-05,Fani,"Eyeliner Revlon",Kecantikan,1,187211,187211,15,40708,199837,Debit,Surabaya,4.8,Selesai,"Mobile App"
347,2025-10-14,Yusuf,"Hair Dryer Philips",Kecantikan,2,134458,268916,5,15645,271115,COD,Bandung,3.7,Selesai,Marketplace
348,2025-10-24,Sari,"Laptop Asus",Elektronik,1,8992780,8992780,0,30167,9022940,"Kartu Kredit",Depok,4.8,Selesai,Website
349,2025-10-25,Ridwan,"Hair Dryer Philips",Kecantikan,1,138573,138573,0,30244,168817,"Kartu Kredit",Tangerang,4.8,Selesai,Website
350,2025-10-08,Hendra,"Minyak Goreng 2L",Groceries,2,258387,516774,15,45480,484738,Debit,Tangerang,4.4,Dikirim,"Mobile App"
351,2025-10-18,Yusuf,"Hair Dryer Philips",Kecantikan,2,159877,319754,5,19654,323420,COD,Tangerang,4.4,Selesai,Marketplace
352,2025-10-07,Rizky,"Kopi Bubuk 1kg",Groceries,3,85739,257217,5,43053,287409,COD,Bekasi,4.5,Selesai,"Mobile App"
353,2025-10-03,Rizky,"Lotion Vaseline",Kecantikan,3,13835,41505,0,18262,59767,E-Wallet,Jakarta,4.8,Dikirim,"Mobile App"
354,2025-10-20,Dewi,"Air Mineral 6L",Groceries,5,136074,680370,20,41615,585911,"Kartu Kredit",Depok,3.9,Selesai,"Mobile App"
355,2025-10-15,Rian,"Jaket Hoodie",Fashion,3,14151,42453,15,18426,54511.1,COD,Jakarta,3.9,Selesai,Marketplace
356,2025-10-05,Ridwan,"Sabun Muka Garnier",Kecantikan,4,228172,912688,0,27408,940096,Debit,Jakarta,3.8,Selesai,Marketplace
357,2025-10-13,Ahmad,"Kipas Angin Miyako",Elektronik,3,5706600,17119800,5,39596,16303400,Debit,Jakarta,3.6,Selesai,Marketplace
358,2025-10-18,Yoga,"Bedak Maybelline",Kecantikan,3,15957,47871,10,30463,73546.9,"Kartu Kredit",Medan,4,Selesai,"Mobile App"
359,2025-10-20,Bella,"Printer Canon",Elektronik,1,1571930,1571930,5,26126,1519460,COD,Jakarta,4.1,Selesai,"Mobile App"
360,2025-10-22,Fajar,"Laptop Asus",Elektronik,5,9501740,47508700,10,16595,42774400,Debit,Jakarta,5,Selesai,"Mobile App"
361,2025-10-11,Eka,"Printer Canon",Elektronik,2,2497320,4994650,10,31817,4527000,"Kartu Kredit",Bandung,3.7,Selesai,"Mobile App"
362,2025-10-04,Lina,"Pasta Gigi",Groceries,3,96443,289329,20,29209,260672,E-Wallet,Tangerang,4.3,Selesai,"Mobile App"
363,2025-10-15,Tono,"Beras 5kg",Groceries,3,292620,877860,0,23334,901194,COD,Bekasi,4.5,Dibatalkan,"Mobile App"
364,2025-10-25,Siti,"Kopi Bubuk 1kg",Groceries,1,284279,284279,5,32632,302697,Debit,Tangerang,4.8,Selesai,Website
365,2025-10-29,Andi,"Sepatu Nike Air",Fashion,2,200604,401208,5,45749,426897,COD,Tangerang,4.5,Selesai,"Mobile App"
366,2025-10-16,Anita,"Sabun Cuci",Groceries,2,117276,234552,5,44344,267168,Debit,Bandung,4.7,Selesai,"Mobile App"
367,2025-10-10,Desi,"Kemeja Putih",Fashion,1,76484,76484,5,11372,84031.8,Debit,Jakarta,5,Selesai,Website
368,2025-10-18,Tia,"Topi Baseball",Fashion,4,262772,1051090,0,42908,1094000,E-Wallet,Bandung,3.5,Selesai,"Mobile App"
369,2025-10-25,Fajar,"Parfum Dior",Kecantikan,5,180716,903580,0,10656,914236,COD,Surabaya,4.8,Selesai,"Mobile App"
370,2025-10-21,Tono,"Topi Baseball",Fashion,3,140386,421158,0,40389,461547,"Kartu Kredit",Medan,4.1,Dikirim,Website
371,2025-10-02,Bayu,"Hair Dryer Philips",Kecantikan,4,116746,466984,0,32804,499788,"Kartu Kredit",Medan,4.7,Dikirim,Website
372,2025-10-23,Adit,"Kipas Angin Miyako",Elektronik,5,3484180,17420900,0,21214,17442100,COD,Tangerang,4.2,Selesai,Marketplace
373,2025-10-17,Asep,"Gula Pasir 1kg",Groceries,1,282615,282615,5,23526,292010,E-Wallet,Depok,5,Selesai,"Mobile App"
374,2025-10-23,Vina,"Bedak Maybelline",Kecantikan,3,235947,707841,0,42566,750407,E-Wallet,Jakarta,4.1,Selesai,Website
375,2025-10-30,Agus,"Jam Tangan Casio",Fashion,4,190302,761208,0,18937,780145,"Kartu Kredit",Surabaya,4.6,Selesai,Website
376,2025-10-30,Bella,"Masker Naturgo",Kecantikan,3,122071,366213,0,41144,407357,"Kartu Kredit",Jakarta,4.5,Selesai,Website
